test_preparation_course,math_score,reading_score,writing_score,total_score,gender_male,race/ethnicity_group B,race/ethnicity_group C,race/ethnicity_group D,race/ethnicity_group E,parental_level_of_education_bachelor's degree,parental_level_of_education_high school,parental_level_of_education_master's degree,parental_level_of_education_some college,parental_level_of_education_some high school,lunch_standard
1,0.58,0.6385542168674699,0.6444444444444444,0.6190476190476191,False,True,False,False,False,False,True,False,False,False,True
0,0.65,0.5662650602409639,0.5777777777777777,0.6007326007326007,False,True,False,False,False,False,True,False,False,False,True
0,0.6799999999999999,0.5180722891566265,0.47777777777777775,0.5641025641025641,True,False,True,False,False,False,True,False,False,False,True
1,0.47,0.3855421686746988,0.43333333333333335,0.43223443223443225,True,False,False,False,False,False,False,False,False,True,True
0,0.71,0.7951807228915663,0.8111111111111111,0.7692307692307693,False,False,False,True,False,False,False,False,True,False,False
1,0.6,0.6385542168674699,0.6666666666666666,0.6336996336996337,False,True,False,False,False,False,False,False,False,True,True
0,0.7999999999999999,0.7590361445783133,0.6888888888888889,0.7509157509157509,True,False,False,True,False,False,False,True,False,False,True
0,0.54,0.4216867469879518,0.4666666666666667,0.47985347985347987,True,False,False,True,False,False,True,False,False,False,True
0,0.62,0.674698795180723,0.6666666666666666,0.652014652014652,False,False,False,False,True,False,False,False,True,False,True
0,0.64,0.674698795180723,0.6444444444444444,0.652014652014652,False,False,True,False,False,False,False,False,False,False,False
1,0.78,0.7228915662650602,0.7444444444444445,0.7509157509157509,True,False,True,False,False,False,False,False,False,False,True
0,0.7,0.6987951807228916,0.7555555555555555,0.717948717948718,False,True,False,False,False,False,False,False,True,False,True
1,0.65,0.7710843373493976,0.7888888888888889,0.7326007326007326,False,False,True,False,False,False,False,True,False,False,False
1,0.64,0.7469879518072289,0.7444444444444445,0.706959706959707,False,False,True,False,False,False,False,False,False,True,False
1,0.7899999999999999,0.7469879518072289,0.7555555555555555,0.7655677655677655,True,False,True,False,False,False,False,False,True,False,True
0,0.44,0.3975903614457831,0.45555555555555555,0.43223443223443225,False,False,True,False,False,False,False,False,False,True,False
0,0.99,0.9156626506024097,0.8888888888888888,0.9340659340659341,False,False,False,False,True,False,True,False,False,False,True
0,0.76,0.674698795180723,0.6444444444444444,0.6959706959706959,True,False,False,True,False,False,True,False,False,False,True
0,0.59,0.3012048192771084,0.34444444444444444,0.42124542124542125,True,False,False,True,False,False,False,False,False,True,False
0,0.63,0.6987951807228916,0.7888888888888889,0.7032967032967034,False,False,True,False,False,True,False,False,False,False,True
0,0.69,0.6626506024096386,0.7444444444444445,0.6996336996336996,False,False,False,True,False,False,True,False,False,False,True
1,0.88,0.9036144578313254,0.9444444444444444,0.9084249084249084,False,False,False,True,False,False,False,False,False,False,True
0,0.71,0.7108433734939759,0.6666666666666666,0.6959706959706959,False,False,False,False,True,False,False,False,True,False,False
0,0.69,0.5542168674698795,0.5666666666666667,0.6080586080586081,True,False,True,False,False,True,False,False,False,False,True
0,0.58,0.3855421686746988,0.35555555555555557,0.4468864468864469,True,False,True,False,False,False,False,False,True,False,True
0,0.47,0.4337349397590361,0.5333333333333333,0.47985347985347987,False,False,False,True,False,False,False,False,False,False,False
0,0.65,0.6385542168674699,0.6777777777777777,0.6556776556776557,False,False,False,True,False,False,False,False,True,False,True
1,0.88,0.8192771084337349,0.7333333333333333,0.8131868131868132,True,True,False,False,False,False,False,False,True,False,True
0,0.83,0.7349397590361446,0.7,0.7582417582417582,True,False,True,False,False,True,False,False,False,False,True
1,0.85,0.9036144578313254,0.9222222222222223,0.8901098901098901,False,False,True,False,False,False,False,False,False,True,True
1,0.59,0.5542168674698795,0.7222222222222222,0.6227106227106227,False,False,False,False,True,False,True,False,False,False,True
0,0.65,0.8313253012048193,0.7777777777777777,0.7472527472527473,False,False,True,False,False,False,False,False,False,True,False
0,0.73,0.46987951807228917,0.5222222222222221,0.5824175824175825,True,True,False,False,False,True,False,False,False,False,False
0,0.53,0.4216867469879518,0.35555555555555557,0.43956043956043955,True,False,False,True,False,False,True,False,False,False,True
0,0.45,0.37349397590361444,0.4,0.41025641025641024,True,False,False,True,False,False,True,False,False,False,True
0,0.73,0.7469879518072289,0.8222222222222222,0.7655677655677655,False,False,False,True,False,True,False,False,False,False,False
1,0.7,0.7349397590361446,0.7555555555555555,0.7289377289377289,False,False,False,True,False,False,False,False,True,False,False
0,0.37,0.34939759036144574,0.4,0.3736263736263737,False,True,False,False,False,False,False,False,False,True,True
1,0.8099999999999999,0.7831325301204819,0.7999999999999999,0.7985347985347986,True,True,False,False,False,False,False,False,False,False,True
1,0.97,0.7831325301204819,0.8666666666666667,0.8791208791208791,True,False,False,False,True,False,False,False,False,False,True
0,0.6699999999999999,0.8674698795180723,0.7999999999999999,0.7728937728937729,False,True,False,False,False,False,False,False,False,True,True
0,0.88,0.6987951807228916,0.7333333333333333,0.7765567765567766,True,True,False,False,False,True,False,False,False,False,False
1,0.77,0.7108433734939759,0.7444444444444445,0.7435897435897436,True,False,False,False,True,False,False,False,False,True,True
0,0.76,0.6385542168674699,0.6444444444444444,0.684981684981685,True,False,True,False,False,False,False,False,False,False,True
0,0.86,0.674698795180723,0.6666666666666666,0.73992673992674,True,False,False,True,False,False,False,False,False,True,True
1,0.63,0.5180722891566265,0.5222222222222221,0.5604395604395604,True,False,True,False,False,False,False,False,False,True,True
0,0.65,0.674698795180723,0.7222222222222222,0.6813186813186813,False,False,False,False,True,True,False,False,False,False,True
1,0.78,0.7228915662650602,0.7777777777777777,0.7619047619047619,True,False,False,True,False,False,True,False,False,False,False
0,0.6699999999999999,0.5421686746987951,0.5555555555555556,0.5934065934065934,True,True,False,False,False,False,False,False,False,False,False
1,0.45999999999999996,0.2891566265060241,0.3666666666666667,0.37728937728937734,True,False,False,False,False,False,False,False,False,True,True
1,0.71,0.6867469879518072,0.6444444444444444,0.6813186813186813,True,False,False,False,True,False,False,False,False,False,True
1,0.4,0.34939759036144574,0.4444444444444444,0.3992673992673993,True,False,True,False,False,False,True,False,False,False,False
0,0.8999999999999999,0.8433734939759037,0.7222222222222222,0.8241758241758241,True,False,False,True,False,False,False,False,False,False,False
1,0.8099999999999999,0.7349397590361446,0.7888888888888889,0.7802197802197802,True,False,False,False,False,False,False,False,True,False,False
0,0.5599999999999999,0.4457831325301205,0.4666666666666667,0.4945054945054945,True,False,False,True,False,False,False,False,False,True,False
1,0.6699999999999999,0.8072289156626506,0.7888888888888889,0.7509157509157509,False,False,True,False,False,False,False,False,False,False,True
0,0.7999999999999999,0.7108433734939759,0.6,0.706959706959707,True,True,False,False,False,False,False,False,False,False,True
1,0.74,0.6987951807228916,0.8111111111111111,0.7509157509157509,False,False,True,False,False,False,False,False,False,False,True
0,0.69,0.6024096385542169,0.6555555555555556,0.652014652014652,True,False,False,False,False,False,False,False,True,False,True
1,0.99,0.8433734939759037,0.7888888888888889,0.8791208791208791,True,False,False,False,True,False,False,False,True,False,True
0,0.51,0.4216867469879518,0.37777777777777777,0.43956043956043955,True,False,True,False,False,False,False,False,False,True,True
0,0.53,0.6506024096385542,0.6333333333333333,0.6007326007326007,False,True,False,False,False,False,False,False,False,False,False
0,0.49,0.4819277108433735,0.4666666666666667,0.47985347985347987,False,False,False,True,False,False,True,False,False,False,False
0,0.73,0.7108433734939759,0.7777777777777777,0.73992673992674,False,True,False,False,False,False,False,False,False,False,True
0,0.6599999999999999,0.5180722891566265,0.5222222222222221,0.5714285714285714,True,True,False,False,False,True,False,False,False,False,True
1,0.6699999999999999,0.5301204819277109,0.6444444444444444,0.6190476190476191,True,False,False,True,False,True,False,False,False,False,True
1,0.6799999999999999,0.6024096385542169,0.6555555555555556,0.6483516483516484,False,False,True,False,False,False,False,False,False,False,False
1,0.59,0.5662650602409639,0.7222222222222222,0.6263736263736264,False,False,True,False,False,True,False,False,False,False,True
0,0.71,0.5903614457831325,0.611111111111111,0.6410256410256411,True,False,True,False,False,False,True,False,False,False,True
1,0.77,0.7831325301204819,0.8999999999999999,0.8168498168498168,False,False,False,True,False,False,False,True,False,False,True
0,0.83,0.6626506024096386,0.7555555555555555,0.7545787545787546,True,False,True,False,False,False,False,False,False,False,True
0,0.63,0.6506024096385542,0.6555555555555556,0.6446886446886447,True,True,False,False,False,True,False,False,False,False,True
0,0.5599999999999999,0.5783132530120482,0.5888888888888889,0.575091575091575,False,False,False,True,False,False,False,False,False,False,False
1,0.6699999999999999,0.7469879518072289,0.8222222222222222,0.7435897435897436,False,False,True,False,False,False,True,False,False,False,False
0,0.75,0.8313253012048193,0.7666666666666666,0.7802197802197802,False,False,False,False,True,False,True,False,False,False,True
0,0.71,0.7710843373493976,0.7777777777777777,0.7509157509157509,False,False,True,False,False,False,False,False,True,False,True
0,0.43,0.4337349397590361,0.47777777777777775,0.4468864468864469,False,False,True,False,False,False,False,False,False,True,False
0,0.41,0.34939759036144574,0.3666666666666667,0.37728937728937734,False,False,True,False,False,False,True,False,False,False,False
0,0.82,0.8795180722891567,0.9333333333333333,0.8754578754578755,False,False,True,False,False,False,False,False,True,False,True
0,0.61,0.5301204819277109,0.5777777777777777,0.575091575091575,True,False,True,False,False,False,False,False,True,False,True
0,0.28,0.07228915662650603,0.09999999999999998,0.15750915750915762,True,False,False,False,False,False,False,False,True,False,False
1,0.82,0.6987951807228916,0.7444444444444445,0.7582417582417582,True,False,True,False,False,False,False,False,False,False,True
0,0.41,0.45783132530120485,0.45555555555555555,0.43956043956043955,False,True,False,False,False,False,False,False,False,True,True
0,0.71,0.5180722891566265,0.5666666666666667,0.6043956043956044,True,False,True,False,False,False,True,False,False,False,True
0,0.47,0.24096385542168675,0.2777777777777778,0.336996336996337,True,False,True,False,False,False,False,False,False,False,True
1,0.62,0.46987951807228917,0.47777777777777775,0.5274725274725275,True,False,False,False,True,False,False,False,False,False,True
0,0.8999999999999999,0.7349397590361446,0.7888888888888889,0.8131868131868132,True,True,False,False,False,False,False,False,False,False,True
0,0.83,0.9156626506024097,0.9444444444444444,0.8937728937728938,False,False,True,False,False,True,False,False,False,False,True
0,0.61,0.6144578313253012,0.6222222222222222,0.6153846153846154,False,True,False,False,False,False,False,False,True,False,False
1,0.76,0.6385542168674699,0.6555555555555556,0.6886446886446886,True,False,False,True,False,False,False,False,False,True,True
0,0.49,0.40963855421686746,0.3666666666666667,0.42490842490842495,True,False,True,False,False,False,False,False,False,False,True
0,0.24000000000000005,0.25301204819277107,0.18888888888888888,0.2271062271062272,False,True,False,False,False,False,False,False,False,True,False
1,0.35000000000000003,0.45783132530120485,0.5555555555555556,0.45054945054945056,False,False,False,True,False,False,False,False,False,True,False
0,0.58,0.5301204819277109,0.4666666666666667,0.5274725274725275,True,False,True,False,False,False,True,False,False,False,False
0,0.61,0.674698795180723,0.5888888888888889,0.6227106227106227,False,False,True,False,False,False,True,False,False,False,True
1,0.69,0.7108433734939759,0.711111111111111,0.7032967032967034,False,True,False,False,False,False,True,False,False,False,True
1,0.6699999999999999,0.6626506024096386,0.6333333333333333,0.6556776556776557,True,False,False,True,False,False,False,False,False,False,True
0,0.7899999999999999,0.674698795180723,0.6333333333333333,0.7032967032967034,True,False,False,True,False,False,False,False,True,False,True
0,0.72,0.7590361445783133,0.7222222222222222,0.7326007326007326,False,False,True,False,False,False,True,False,False,False,True
0,0.62,0.5301204819277109,0.5222222222222221,0.5604395604395604,True,True,False,False,False,False,False,False,True,False,True
1,0.77,0.927710843373494,0.9444444444444444,0.8754578754578755,False,False,True,False,False,True,False,False,False,False,True
0,0.75,0.6867469879518072,0.6222222222222222,0.6886446886446886,True,False,False,True,False,False,True,False,False,False,False
0,0.87,0.6867469879518072,0.7333333333333333,0.7692307692307693,True,False,False,False,True,False,False,False,False,False,True
0,0.52,0.5783132530120482,0.6555555555555556,0.5824175824175825,False,True,False,False,False,True,False,False,False,False,True
0,0.6599999999999999,0.4819277108433735,0.4666666666666667,0.5421245421245422,True,False,False,False,True,False,False,False,True,False,True
1,0.63,0.7349397590361446,0.7777777777777777,0.7106227106227107,False,False,True,False,False,False,False,False,True,False,True
0,0.45999999999999996,0.49397590361445787,0.5222222222222221,0.4908424908424909,False,False,True,False,False,False,False,False,False,False,True
0,0.59,0.6506024096385542,0.6666666666666666,0.6336996336996337,False,False,True,False,False,False,False,False,True,False,True
0,0.61,0.6626506024096386,0.6666666666666666,0.6446886446886447,False,True,False,False,False,True,False,False,False,False,True
0,0.63,0.5301204819277109,0.5666666666666667,0.5787545787545788,True,False,False,False,False,False,False,False,False,False,True
1,0.42000000000000004,0.5903614457831325,0.6555555555555556,0.5494505494505495,False,False,True,False,False,False,False,False,True,False,False
0,0.59,0.5421686746987951,0.5666666666666667,0.5677655677655677,True,False,False,True,False,False,False,False,True,False,False
0,0.7999999999999999,0.8795180722891567,0.8777777777777778,0.8498168498168498,False,False,False,True,False,False,False,False,True,False,True
0,0.58,0.5421686746987951,0.5444444444444444,0.5567765567765568,False,True,False,False,False,False,True,False,False,False,True
1,0.85,0.8072289156626506,0.7555555555555555,0.8058608058608059,True,True,False,False,False,False,False,False,False,True,True
0,0.52,0.49397590361445787,0.5333333333333333,0.5164835164835165,False,False,True,False,False,False,False,False,True,False,True
0,0.27,0.20481927710843373,0.2444444444444444,0.2417582417582418,False,False,False,True,False,False,False,False,False,True,False
0,0.59,0.5180722891566265,0.5333333333333333,0.5494505494505495,True,False,True,False,False,False,False,False,True,False,True
1,0.49,0.49397590361445787,0.5555555555555556,0.5128205128205128,True,False,False,False,False,True,False,False,False,False,False
1,0.69,0.49397590361445787,0.47777777777777775,0.5604395604395604,True,False,True,False,False,False,True,False,False,False,True
0,0.61,0.5903614457831325,0.5666666666666667,0.5897435897435898,True,False,True,False,False,True,False,False,False,False,False
0,0.44,0.5662650602409639,0.5333333333333333,0.5091575091575091,False,False,False,False,False,False,False,False,False,True,False
0,0.73,0.8072289156626506,0.8333333333333333,0.7875457875457875,False,False,False,True,False,False,False,False,False,True,True
0,0.84,0.7228915662650602,0.6777777777777777,0.7509157509157509,True,False,False,False,True,False,False,False,True,False,True
1,0.45,0.674698795180723,0.6666666666666666,0.5897435897435898,False,False,True,False,False,False,False,False,True,False,False
0,0.74,0.6867469879518072,0.6888888888888889,0.706959706959707,True,False,False,True,False,False,False,False,False,True,True
1,0.82,0.963855421686747,0.9555555555555555,0.9084249084249084,False,False,False,True,False,False,False,False,True,False,True
0,0.59,0.6385542168674699,0.7,0.6410256410256411,False,False,False,True,False,True,False,False,False,False,True
0,0.45999999999999996,0.3132530120481927,0.34444444444444444,0.37728937728937734,True,False,False,False,True,False,False,False,False,False,False
0,0.7999999999999999,0.8795180722891567,0.7999999999999999,0.8241758241758241,False,False,False,True,False,False,False,False,False,True,True
1,0.85,0.9397590361445783,1.0,0.9267399267399268,False,False,False,True,False,False,False,True,False,False,False
0,0.71,0.7951807228915663,0.7444444444444445,0.7472527472527473,False,False,False,False,False,False,False,False,False,True,True
0,0.6599999999999999,0.5662650602409639,0.5777777777777777,0.6043956043956044,True,False,False,False,False,True,False,False,False,False,True
0,0.7999999999999999,0.8313253012048193,0.8111111111111111,0.8131868131868132,False,True,False,False,False,False,False,False,False,False,True
1,0.87,1.0000000000000002,0.9444444444444444,0.9340659340659341,True,False,True,False,False,False,False,False,False,False,True
0,0.7899999999999999,0.7710843373493976,0.6777777777777777,0.7472527472527473,True,False,True,False,False,False,False,True,False,False,False
0,0.38,0.3855421686746988,0.3888888888888889,0.38461538461538464,False,False,False,False,True,False,False,False,False,True,False
0,0.38,0.3132530120481927,0.3666666666666667,0.3553113553113553,False,False,False,False,False,False,False,False,False,True,False
0,0.6699999999999999,0.7108433734939759,0.7222222222222222,0.6996336996336996,False,False,False,False,True,False,False,False,True,False,True
0,0.64,0.674698795180723,0.6666666666666666,0.6593406593406593,False,False,False,False,True,True,False,False,False,False,True
0,0.57,0.7349397590361446,0.6333333333333333,0.6410256410256411,False,False,True,False,False,False,False,False,False,False,False
0,0.62,0.5662650602409639,0.6,0.5970695970695971,False,False,False,True,False,False,True,False,False,False,True
0,0.73,0.6385542168674699,0.7222222222222222,0.6996336996336996,True,False,False,True,False,False,False,True,False,False,True
1,0.73,0.6024096385542169,0.5444444444444444,0.63003663003663,True,False,False,False,True,False,False,False,False,True,False
0,0.77,0.6144578313253012,0.7444444444444445,0.7142857142857143,False,False,False,True,False,False,False,False,True,False,True
0,0.76,0.6024096385542169,0.6333333333333333,0.6703296703296704,True,False,False,False,True,False,False,False,True,False,True
1,0.57,0.4457831325301205,0.5111111111111111,0.5128205128205128,True,False,True,False,False,False,False,False,False,False,True
1,0.65,0.6867469879518072,0.7444444444444445,0.6923076923076923,False,False,True,False,False,False,False,False,False,True,True
0,0.48,0.3373493975903614,0.34444444444444444,0.391941391941392,True,False,False,False,False,False,True,False,False,False,False
0,0.5,0.6024096385542169,0.5888888888888889,0.5604395604395604,False,True,False,False,False,False,True,False,False,False,False
0,0.85,0.8674698795180723,0.9444444444444444,0.8864468864468864,False,False,True,False,False,False,False,False,False,False,True
0,0.74,0.5542168674698795,0.5222222222222221,0.6117216117216118,True,True,False,False,False,False,False,False,False,True,True
0,0.6,0.5060240963855421,0.4888888888888889,0.5347985347985348,True,False,False,True,False,False,False,False,False,True,True
1,0.59,0.4457831325301205,0.6333333333333333,0.5604395604395604,False,False,True,False,False,False,False,False,False,True,True
0,0.53,0.3132530120481927,0.3666666666666667,0.41025641025641024,True,False,False,False,False,False,False,False,True,False,True
0,0.49,0.5783132530120482,0.5,0.5201465201465202,False,False,False,False,False,False,False,False,True,False,False
1,0.88,0.9879518072289157,1.0,0.9523809523809523,False,False,False,True,False,False,True,False,False,False,True
0,0.54,0.5060240963855421,0.5777777777777777,0.5421245421245422,False,False,True,False,False,False,True,False,False,False,True
0,0.63,0.674698795180723,0.6444444444444444,0.6483516483516484,False,False,True,False,False,False,False,False,False,True,True
1,0.65,0.5783132530120482,0.5888888888888889,0.6080586080586081,True,True,False,False,False,False,False,False,False,False,True
0,0.82,0.7590361445783133,0.7444444444444445,0.7765567765567766,False,True,False,False,False,False,False,False,False,False,True
1,0.52,0.4819277108433735,0.5111111111111111,0.5054945054945055,False,False,False,True,False,False,True,False,False,False,False
1,0.87,0.8072289156626506,0.8333333333333333,0.8388278388278388,True,False,False,True,False,False,False,False,False,False,True
1,0.7,0.6506024096385542,0.711111111111111,0.6886446886446886,False,False,False,True,False,False,False,True,False,False,True
1,0.84,0.7951807228915663,0.7555555555555555,0.7985347985347986,True,False,False,False,True,False,False,False,True,False,True
0,0.71,0.5903614457831325,0.5555555555555556,0.6227106227106227,True,False,False,True,False,False,False,False,False,False,True
1,0.63,0.6024096385542169,0.6333333333333333,0.6227106227106227,True,True,False,False,False,False,False,False,False,True,True
1,0.51,0.6626506024096386,0.7666666666666666,0.6410256410256411,False,False,True,False,False,True,False,False,False,False,False
0,0.84,0.674698795180723,0.6555555555555556,0.7289377289377289,True,False,False,False,True,False,True,False,False,False,True
1,0.71,0.6867469879518072,0.6444444444444444,0.6813186813186813,True,False,True,False,False,True,False,False,False,False,True
0,0.74,0.674698795180723,0.6333333333333333,0.684981684981685,True,False,True,False,False,False,False,False,False,False,True
0,0.6799999999999999,0.5060240963855421,0.5777777777777777,0.5934065934065934,True,False,False,True,False,False,False,False,True,False,True
1,0.57,0.46987951807228917,0.4888888888888889,0.5128205128205128,True,False,False,False,True,False,True,False,False,False,False
1,0.82,0.9156626506024097,0.9222222222222223,0.8827838827838828,False,False,True,False,False,False,False,False,False,False,False
1,0.57,0.49397590361445787,0.6,0.5567765567765568,False,False,False,True,False,False,True,False,False,False,True
1,0.47,0.49397590361445787,0.6333333333333333,0.5311355311355311,False,False,False,True,False,False,False,True,False,False,False
1,0.59,0.8192771084337349,0.7777777777777777,0.7216117216117216,False,False,False,False,False,False,False,False,False,True,True
0,0.41,0.2650602409638554,0.2666666666666666,0.31868131868131877,True,True,False,False,False,False,False,False,True,False,False
0,0.62,0.6024096385542169,0.5777777777777777,0.6007326007326007,False,False,True,False,False,False,False,False,True,False,False
0,0.86,0.7951807228915663,0.8444444444444444,0.8351648351648352,True,False,True,False,False,True,False,False,False,False,True
0,0.69,0.6506024096385542,0.611111111111111,0.652014652014652,True,False,True,False,False,False,False,False,False,True,False
0,0.65,0.5060240963855421,0.47777777777777775,0.5494505494505495,True,False,False,False,False,False,False,False,False,True,False
0,0.6799999999999999,0.5542168674698795,0.4888888888888889,0.5787545787545788,True,False,True,False,False,False,False,False,False,True,False
0,0.64,0.5903614457831325,0.5444444444444444,0.5934065934065934,True,False,True,False,False,False,False,False,False,False,False
0,0.61,0.6626506024096386,0.6666666666666666,0.6446886446886447,False,False,True,False,False,False,True,False,False,False,True
0,0.61,0.46987951807228917,0.5,0.5311355311355311,True,False,True,False,False,False,True,False,False,False,True
0,0.47,0.5060240963855421,0.4444444444444444,0.4725274725274725,False,False,False,False,False,False,False,False,False,True,False
0,0.73,0.5903614457831325,0.6222222222222222,0.652014652014652,True,False,True,False,False,False,False,False,False,True,True
1,0.5,0.37349397590361444,0.47777777777777775,0.4542124542124542,True,False,True,False,False,False,False,False,True,False,False
0,0.75,0.6144578313253012,0.6,0.6593406593406593,True,False,False,True,False,False,False,False,False,False,True
0,0.75,0.5903614457831325,0.7,0.684981684981685,True,False,False,True,False,False,False,False,False,False,False
0,0.7,0.46987951807228917,0.45555555555555555,0.5494505494505495,True,False,True,False,False,False,True,False,False,False,True
1,0.89,0.8554216867469879,0.7999999999999999,0.8498168498168498,True,False,False,True,False,False,False,False,False,True,True
1,0.6699999999999999,0.7710843373493976,0.7666666666666666,0.7326007326007326,False,False,True,False,False,False,False,False,True,False,True
0,0.78,0.7710843373493976,0.7777777777777777,0.7765567765567766,False,False,False,True,False,False,True,False,False,False,True
0,0.59,0.674698795180723,0.6555555555555556,0.6373626373626374,False,False,False,False,False,False,False,False,False,True,False
0,0.73,0.7951807228915663,0.7333333333333333,0.7509157509157509,False,True,False,False,False,False,False,False,False,False,True
0,0.7899999999999999,0.7831325301204819,0.7,0.7582417582417582,True,False,False,False,False,False,False,False,False,True,False
1,0.6699999999999999,0.6867469879518072,0.7444444444444445,0.6996336996336996,False,False,True,False,False,False,False,False,False,True,True
0,0.69,0.5903614457831325,0.5555555555555556,0.6153846153846154,True,False,False,True,False,False,False,False,True,False,False
1,0.86,0.7710843373493976,0.7777777777777777,0.8058608058608059,True,False,True,False,False,False,True,False,False,False,True
0,0.47,0.34939759036144574,0.35555555555555557,0.39560439560439564,True,True,False,False,False,False,True,False,False,False,True
0,0.8099999999999999,0.674698795180723,0.6888888888888889,0.7289377289377289,True,True,False,False,False,False,False,False,False,False,True
1,0.64,0.8192771084337349,0.8333333333333333,0.7582417582417582,False,False,True,False,False,False,False,False,True,False,False
0,1.0,0.9036144578313254,0.9666666666666667,0.9597069597069596,False,False,False,False,True,False,False,False,True,False,True
0,0.65,0.7228915662650602,0.711111111111111,0.6923076923076923,False,False,True,False,False,False,False,False,False,False,False
0,0.65,0.49397590361445787,0.43333333333333335,0.5311355311355311,True,False,True,False,False,False,False,False,True,False,False
0,0.53,0.5301204819277109,0.5777777777777777,0.5457875457875458,False,False,True,False,False,False,False,False,False,False,False
0,0.37,0.46987951807228917,0.4111111111111111,0.41391941391941395,True,False,True,False,False,True,False,False,False,False,False
0,0.7899999999999999,0.8674698795180723,0.8777777777777778,0.8424908424908425,False,False,False,True,False,True,False,False,False,False,True
0,0.53,0.4457831325301205,0.4222222222222222,0.46886446886446886,True,False,False,True,False,False,False,False,False,False,False
0,1.0,1.0000000000000002,1.0,1.0,False,False,False,False,True,True,False,False,False,False,True
1,0.72,0.5783132530120482,0.6444444444444444,0.652014652014652,True,True,False,False,False,False,True,False,False,False,True
0,0.53,0.49397590361445787,0.5,0.5091575091575091,True,False,True,False,False,True,False,False,False,False,False
0,0.54,0.4457831325301205,0.3888888888888889,0.46153846153846156,True,True,False,False,False,False,False,False,True,False,False
0,0.71,0.6385542168674699,0.7333333333333333,0.6959706959706959,False,False,False,False,True,False,False,False,True,False,True
0,0.77,0.8795180722891567,0.8999999999999999,0.8461538461538461,False,False,True,False,False,False,False,False,True,False,False
1,0.75,0.49397590361445787,0.5777777777777777,0.6153846153846154,True,False,False,False,False,True,False,False,False,False,True
0,0.84,0.8433734939759037,0.8999999999999999,0.8608058608058609,False,False,True,False,False,False,False,False,True,False,True
0,0.26,0.16867469879518077,0.3111111111111111,0.2490842490842491,False,False,False,True,False,False,False,False,False,False,False
1,0.72,0.6024096385542169,0.611111111111111,0.6483516483516484,True,False,False,False,False,False,True,False,False,False,False
1,0.77,0.8554216867469879,0.8333333333333333,0.8168498168498168,False,False,False,False,False,False,True,False,False,False,False
0,0.9099999999999999,0.6867469879518072,0.7333333333333333,0.7838827838827839,True,False,True,False,False,False,False,False,True,False,True
1,0.83,0.8192771084337349,0.8888888888888888,0.8461538461538461,False,False,True,False,False,False,False,False,False,False,True
0,0.63,0.6265060240963856,0.711111111111111,0.6556776556776557,False,False,True,False,False,False,True,False,False,False,True
1,0.6799999999999999,0.8313253012048193,0.8222222222222222,0.7728937728937729,False,False,True,False,False,False,False,False,False,False,True
0,0.59,0.6024096385542169,0.5666666666666667,0.5860805860805861,False,False,False,True,False,False,False,False,False,True,True
1,0.8999999999999999,0.8795180722891567,0.8999999999999999,0.8937728937728938,False,True,False,False,False,False,False,False,False,False,True
1,0.71,0.7108433734939759,0.8111111111111111,0.7435897435897436,False,False,False,True,False,True,False,False,False,False,True
1,0.76,0.5421686746987951,0.6222222222222222,0.6483516483516484,True,False,False,False,True,True,False,False,False,False,True
0,0.7999999999999999,0.6144578313253012,0.6888888888888889,0.706959706959707,True,False,False,True,False,False,False,False,False,False,True
0,0.5499999999999999,0.5662650602409639,0.6666666666666666,0.5934065934065934,False,False,False,True,False,False,False,True,False,False,True
0,0.76,0.6506024096385542,0.6333333333333333,0.684981684981685,True,False,False,False,True,False,False,False,False,False,True
1,0.73,0.6506024096385542,0.6444444444444444,0.6776556776556777,True,True,False,False,False,False,True,False,False,False,True
0,0.52,0.5060240963855421,0.5111111111111111,0.5128205128205128,False,False,False,True,False,False,False,False,False,False,False
0,0.6799999999999999,0.6144578313253012,0.5666666666666667,0.6227106227106227,True,False,True,False,False,False,False,False,True,False,False
0,0.59,0.4216867469879518,0.4,0.4761904761904762,True,False,False,False,False,False,True,False,False,False,True
0,0.49,0.4216867469879518,0.4888888888888889,0.46886446886446886,False,True,False,False,False,False,False,False,False,False,True
0,0.7,0.6867469879518072,0.6777777777777777,0.6886446886446886,True,False,True,False,False,False,True,False,False,False,True
0,0.61,0.3614457831325301,0.5111111111111111,0.5018315018315018,True,False,False,True,False,False,False,False,True,False,False
0,0.6,0.6987951807228916,0.711111111111111,0.6666666666666667,False,False,True,False,False,False,False,False,False,False,False
1,0.64,0.4337349397590361,0.5222222222222221,0.5384615384615384,True,True,False,False,False,False,False,False,False,True,True
1,0.7899999999999999,0.7831325301204819,0.7999999999999999,0.7912087912087912,True,False,False,False,False,False,False,False,False,False,False
0,0.65,0.8192771084337349,0.7333333333333333,0.7289377289377289,False,False,False,False,False,False,False,False,False,False,False
0,0.64,0.5662650602409639,0.6666666666666666,0.6263736263736264,False,False,True,False,False,False,False,False,False,False,True
0,0.83,0.7951807228915663,0.8888888888888888,0.8388278388278388,False,False,True,False,False,False,False,False,True,False,True
0,0.8099999999999999,0.8554216867469879,0.8888888888888888,0.8498168498168498,False,False,True,False,False,True,False,False,False,False,True
0,0.54,0.5662650602409639,0.6444444444444444,0.5824175824175825,False,True,False,False,False,False,True,False,False,False,True
1,0.6799999999999999,0.5662650602409639,0.6222222222222222,0.6263736263736264,True,False,False,True,False,False,True,False,False,False,True
